SubjectID,Wave,Time,Trap,Boundary,Scaffold,Iterative,Sovereignty,Defense,Construction,TII_Total,General_CT,AI_Use_Frequency_Raw,AI_Use_Frequency_Rate,Academic_Self_Efficacy,Prior_AI_Experience,Discipline,Institutional_AI_Policy
257,1,1,13,15,13,14,14,28,27,69,61,29,58.0,19,0,Humanities,1
257,2,2,17,22,12,12,15,39,24,78,64,30,60.0,20,0,Humanities,1
257,3,3,15,19,15,15,14,34,30,78,67,30,60.0,25,0,Humanities,1
257,4,4,16,19,13,14,16,35,27,78,63,28,56.0,23,0,Humanities,1
258,1,1,13,13,10,25,18,26,35,79,71,21,42.0,19,1,Arts,0
258,2,2,14,14,13,28,19,28,41,88,68,21,42.0,21,1,Arts,0
258,3,3,15,15,14,28,18,30,42,90,74,24,48.0,17,1,Arts,0
258,4,4,15,16,12,27,18,31,39,88,67,31,62.0,15,1,Arts,0
259,1,1,23,14,25,9,19,37,34,90,54,28,56.0,15,0,STEM,1
259,2,2,21,13,28,11,22,34,39,95,54,34,68.0,20,0,STEM,1
259,3,3,24,14,28,14,22,38,42,102,63,39,78.0,16,0,STEM,1
259,4,4,21,13,28,13,22,34,41,97,49,50,100.0,16,0,STEM,1
260,1,1,13,22,9,9,18,35,18,71,63,18,36.0,16,0,Humanities,1
260,2,2,11,17,16,17,21,28,33,82,72,22,44.0,14,0,Humanities,1
260,3,3,14,24,15,15,21,38,30,89,73,26,52.0,14,0,Humanities,1
260,4,4,13,20,16,16,20,33,32,85,81,28,56.0,13,0,Humanities,1
261,1,1,8,16,7,8,21,24,15,60,60,14,28.0,22,1,Arts,1
261,2,2,10,21,9,10,21,31,19,71,65,21,42.0,18,1,Arts,1
261,3,3,10,22,10,13,22,32,23,77,58,27,54.0,18,1,Arts,1
261,4,4,9,20,12,14,21,29,26,76,52,22,44.0,18,1,Arts,1
262,1,1,14,18,18,14,18,32,32,82,63,17,34.0,15,0,STEM,0
262,2,2,16,20,23,17,20,36,40,96,54,23,46.0,16,0,STEM,0
262,3,3,17,20,22,16,18,37,38,93,50,23,46.0,18,0,STEM,0
262,4,4,18,23,21,16,18,41,37,96,60,28,56.0,17,0,STEM,0
263,1,1,17,4,17,6,15,21,23,59,48,20,40.0,9,1,Humanities,0
263,2,2,17,4,17,6,17,21,23,61,47,16,32.0,10,1,Humanities,0
263,3,3,26,7,22,8,18,33,30,81,58,20,40.0,11,1,Humanities,0
263,4,4,25,7,19,7,15,32,26,73,63,19,38.0,11,1,Humanities,0
264,1,1,10,16,10,15,9,26,25,60,71,16,32.0,22,1,Humanities,0
264,2,2,9,14,7,11,9,23,18,50,70,22,44.0,23,1,Humanities,0
264,3,3,12,20,12,19,12,32,31,75,78,21,42.0,23,1,Humanities,0
264,4,4,14,21,9,15,14,35,24,73,76,27,54.0,21,1,Humanities,0
265,1,1,18,16,18,13,11,34,31,76,58,25,50.0,24,0,Arts,1
265,2,2,15,13,16,13,15,28,29,72,66,35,70.0,19,0,Arts,1
265,3,3,19,17,19,15,17,36,34,87,67,38,76.0,23,0,Arts,1
265,4,4,19,18,24,18,17,37,42,96,68,48,96.0,22,0,Arts,1
266,1,1,9,14,20,18,12,23,38,73,80,20,40.0,19,1,Humanities,1
266,2,2,9,15,23,20,11,24,43,78,81,30,60.0,19,1,Humanities,1
266,3,3,11,18,23,21,12,29,44,85,77,40,80.0,19,1,Humanities,1
266,4,4,9,15,22,20,11,24,42,77,76,45,90.0,16,1,Humanities,1
267,1,1,19,18,17,17,22,37,34,93,63,26,52.0,18,0,Humanities,0
267,2,2,14,14,18,18,20,28,36,84,64,26,52.0,18,0,Humanities,0
267,3,3,19,18,20,21,17,37,41,95,66,31,62.0,19,0,Humanities,0
267,4,4,15,15,24,25,23,30,49,102,64,28,56.0,20,0,Humanities,0
268,1,1,17,8,5,24,14,25,29,68,50,20,40.0,23,0,Humanities,1
268,2,2,21,10,4,24,17,31,28,76,51,20,40.0,24,0,Humanities,1
268,3,3,19,10,6,28,17,29,34,80,52,27,54.0,21,0,Humanities,1
268,4,4,17,9,6,28,14,26,34,74,52,27,54.0,24,0,Humanities,1
269,1,1,19,7,16,12,14,26,28,68,56,5,10.0,17,0,Humanities,0
269,2,2,20,7,21,14,16,27,35,78,62,13,26.0,18,0,Humanities,0
269,3,3,20,7,16,12,20,27,28,75,65,18,36.0,16,0,Humanities,0
269,4,4,18,7,17,12,18,25,29,72,59,18,36.0,17,0,Humanities,0
270,1,1,21,8,20,12,16,29,32,77,81,26,52.0,20,1,Humanities,1
270,2,2,24,9,20,12,17,33,32,82,79,30,60.0,20,1,Humanities,1
270,3,3,23,9,24,14,18,32,38,88,77,35,70.0,23,1,Humanities,1
270,4,4,26,10,28,17,20,36,45,101,90,42,84.0,20,1,Humanities,1
271,1,1,23,13,23,11,15,36,34,85,66,3,6.0,13,0,Humanities,1
271,2,2,21,11,25,12,16,32,37,85,63,16,32.0,19,0,Humanities,1
271,3,3,22,12,27,12,15,34,39,88,67,14,28.0,15,0,Humanities,1
271,4,4,27,15,28,16,16,42,44,102,65,21,42.0,19,0,Humanities,1
272,1,1,11,13,16,10,19,24,26,69,59,23,46.0,25,1,STEM,1
272,2,2,13,15,21,13,19,28,34,81,60,18,36.0,20,1,STEM,1
272,3,3,14,17,20,12,20,31,32,83,71,21,42.0,24,1,STEM,1
272,4,4,18,20,21,13,22,38,34,94,67,24,48.0,21,1,STEM,1
273,1,1,15,19,11,15,15,34,26,75,69,13,26.0,21,0,Humanities,0
273,2,2,15,19,15,18,15,34,33,82,67,16,32.0,20,0,Humanities,0
273,3,3,18,23,14,18,13,41,32,86,75,22,44.0,21,0,Humanities,0
273,4,4,17,21,13,16,14,38,29,81,71,24,48.0,15,0,Humanities,0
274,1,1,10,15,10,18,15,25,28,68,66,36,72.0,17,0,Humanities,1
274,2,2,15,20,10,18,18,35,28,81,70,38,76.0,17,0,Humanities,1
274,3,3,15,21,12,23,15,36,35,86,71,38,76.0,16,0,Humanities,1
274,4,4,12,17,12,21,18,29,33,80,64,45,90.0,20,0,Humanities,1
275,1,1,15,12,4,20,16,27,24,67,76,32,64.0,13,0,Humanities,1
275,2,2,16,13,4,20,14,29,24,67,78,29,58.0,14,0,Humanities,1
275,3,3,20,16,5,21,12,36,26,74,77,25,50.0,14,0,Humanities,1
275,4,4,18,14,6,26,16,32,32,80,73,28,56.0,13,0,Humanities,1
276,1,1,12,18,18,11,11,30,29,70,75,23,46.0,17,0,Humanities,1
276,2,2,13,20,22,14,9,33,36,78,70,27,54.0,17,0,Humanities,1
276,3,3,11,17,18,11,11,28,29,68,74,35,70.0,18,0,Humanities,1
276,4,4,11,17,23,14,10,28,37,75,77,35,70.0,15,0,Humanities,1
277,1,1,18,8,10,10,13,26,20,59,63,29,58.0,13,0,STEM,0
277,2,2,24,12,14,14,15,36,28,79,65,37,74.0,13,0,STEM,0
277,3,3,24,11,12,11,13,35,23,71,59,43,86.0,15,0,STEM,0
277,4,4,22,11,14,13,12,33,27,72,69,46,92.0,16,0,STEM,0
278,1,1,9,19,15,15,15,28,30,73,55,19,38.0,15,1,Arts,0
278,2,2,10,23,15,14,15,33,29,77,61,21,42.0,14,1,Arts,0
278,3,3,11,24,15,14,16,35,29,80,50,24,48.0,15,1,Arts,0
278,4,4,12,25,20,20,16,37,40,93,52,26,52.0,14,1,Arts,0
279,1,1,7,22,9,15,14,29,24,67,63,21,42.0,12,1,STEM,1
279,2,2,7,20,10,16,14,27,26,67,54,35,70.0,11,1,STEM,1
279,3,3,7,22,11,17,13,29,28,70,67,29,58.0,15,1,STEM,1
279,4,4,6,16,12,20,14,22,32,68,60,37,74.0,18,1,STEM,1
280,1,1,17,9,6,17,12,26,23,61,64,21,42.0,12,1,STEM,1
280,2,2,20,11,6,18,12,31,24,67,71,30,60.0,11,1,STEM,1
280,3,3,24,12,8,24,14,36,32,82,71,32,64.0,13,1,STEM,1
280,4,4,28,14,7,21,15,42,28,85,69,35,70.0,15,1,STEM,1
281,1,1,21,8,22,6,10,29,28,67,57,23,46.0,25,0,STEM,1
281,2,2,23,9,25,7,13,32,32,77,62,20,40.0,26,0,STEM,1
281,3,3,26,10,23,7,12,36,30,78,61,32,64.0,26,0,STEM,1
281,4,4,28,11,28,8,11,39,36,86,66,30,60.0,28,0,STEM,1
282,1,1,14,14,24,10,14,28,34,76,59,35,70.0,25,1,STEM,1
282,2,2,15,15,27,11,12,30,38,80,49,33,66.0,25,1,STEM,1
282,3,3,17,17,28,16,16,34,44,94,59,40,80.0,23,1,STEM,1
282,4,4,17,17,28,13,15,34,41,90,62,47,94.0,26,1,STEM,1
283,1,1,17,15,28,12,12,32,40,84,69,27,54.0,27,1,Humanities,0
283,2,2,21,17,27,10,10,38,37,85,73,30,60.0,25,1,Humanities,0
283,3,3,20,16,28,14,9,36,42,87,68,27,54.0,24,1,Humanities,0
283,4,4,20,16,28,20,10,36,48,94,71,29,58.0,24,1,Humanities,0
284,1,1,18,8,19,7,17,26,26,69,72,24,48.0,11,1,Arts,0
284,2,2,24,10,17,6,18,34,23,75,68,28,56.0,16,1,Arts,0
284,3,3,26,11,13,5,18,37,18,73,70,37,74.0,11,1,Arts,0
284,4,4,28,15,19,7,18,43,26,87,74,39,78.0,14,1,Arts,0
285,1,1,18,15,14,13,16,33,27,76,74,12,24.0,20,1,Humanities,0
285,2,2,22,18,13,11,17,40,24,81,67,10,20.0,18,1,Humanities,0
285,3,3,22,19,15,13,16,41,28,85,69,10,20.0,19,1,Humanities,0
285,4,4,24,20,16,15,15,44,31,90,71,8,16.0,17,1,Humanities,0
286,1,1,11,10,15,18,12,21,33,66,60,18,36.0,13,0,STEM,1
286,2,2,14,13,19,22,12,27,41,80,64,20,40.0,13,0,STEM,1
286,3,3,16,16,17,20,7,32,37,76,64,30,60.0,13,0,STEM,1
286,4,4,17,16,20,22,7,33,42,82,63,30,60.0,11,0,STEM,1
287,1,1,8,18,9,11,13,26,20,59,66,20,40.0,13,0,Arts,0
287,2,2,10,23,11,14,11,33,25,69,69,24,48.0,17,0,Arts,0
287,3,3,10,22,13,17,14,32,30,76,57,23,46.0,16,0,Arts,0
287,4,4,11,23,11,14,13,34,25,72,69,28,56.0,15,0,Arts,0
288,1,1,16,16,12,16,12,32,28,72,54,27,54.0,18,0,STEM,0
288,2,2,19,18,12,18,10,37,30,77,50,24,48.0,14,0,STEM,0
288,3,3,16,16,12,16,11,32,28,71,64,32,64.0,12,0,STEM,0
288,4,4,13,13,12,16,15,26,28,69,57,31,62.0,13,0,STEM,0
289,1,1,11,19,14,20,17,30,34,81,74,9,18.0,27,1,Humanities,1
289,2,2,11,19,13,18,16,30,31,77,74,18,36.0,22,1,Humanities,1
289,3,3,13,24,11,16,18,37,27,82,78,19,38.0,25,1,Humanities,1
289,4,4,17,28,16,21,17,45,37,99,80,18,36.0,24,1,Humanities,1
290,1,1,24,5,12,10,20,29,22,71,77,36,72.0,17,1,Arts,1
290,2,2,24,5,16,13,18,29,29,76,68,39,78.0,15,1,Arts,1
290,3,3,26,6,19,15,21,32,34,87,72,40,80.0,15,1,Arts,1
290,4,4,26,6,20,16,22,32,36,90,84,43,86.0,14,1,Arts,1
291,1,1,8,21,9,19,10,29,28,67,50,38,76.0,19,1,Arts,0
291,2,2,9,25,10,21,8,34,31,73,42,35,70.0,25,1,Arts,0
291,3,3,10,27,10,21,10,37,31,78,48,44,88.0,21,1,Arts,0
291,4,4,11,28,10,19,11,39,29,79,59,50,100.0,20,1,Arts,0
292,1,1,19,5,13,11,16,24,24,64,62,28,56.0,19,0,Humanities,1
292,2,2,23,6,13,11,16,29,24,69,53,29,58.0,22,0,Humanities,1
292,3,3,26,7,16,14,16,33,30,79,59,27,54.0,21,0,Humanities,1
292,4,4,24,7,20,19,18,31,39,88,57,24,48.0,20,0,Humanities,1
293,1,1,15,14,6,16,17,29,22,68,48,27,54.0,28,1,Humanities,0
293,2,2,15,13,6,16,16,28,22,66,53,25,50.0,28,1,Humanities,0
293,3,3,17,15,8,18,15,32,26,73,45,34,68.0,25,1,Humanities,0
293,4,4,21,19,10,24,16,40,34,90,58,40,80.0,26,1,Humanities,0
294,1,1,15,15,17,17,18,30,34,82,61,22,44.0,12,0,Arts,0
294,2,2,18,18,17,17,14,36,34,84,65,27,54.0,11,0,Arts,0
294,3,3,21,21,13,14,17,42,27,86,63,27,54.0,12,0,Arts,0
294,4,4,21,22,15,16,18,43,31,92,62,35,70.0,13,0,Arts,0
295,1,1,20,9,11,10,16,29,21,66,71,12,24.0,22,1,Humanities,1
295,2,2,21,10,14,13,15,31,27,73,64,20,40.0,21,1,Humanities,1
295,3,3,26,13,16,14,16,39,30,85,79,11,22.0,24,1,Humanities,1
295,4,4,28,22,21,19,18,50,40,108,65,21,42.0,25,1,Humanities,1
296,1,1,11,12,21,8,11,23,29,63,42,19,38.0,23,0,Arts,0
296,2,2,15,16,24,10,15,31,34,80,60,23,46.0,22,0,Arts,0
296,3,3,15,17,28,13,11,32,41,84,58,26,52.0,25,0,Arts,0
296,4,4,16,18,28,19,16,34,47,97,64,25,50.0,26,0,Arts,0
297,1,1,17,16,11,21,12,33,32,77,54,21,42.0,14,1,Humanities,0
297,2,2,20,19,10,20,16,39,30,85,55,37,74.0,11,1,Humanities,0
297,3,3,19,18,14,28,16,37,42,95,59,33,66.0,17,1,Humanities,0
297,4,4,20,18,16,28,17,38,44,99,59,38,76.0,13,1,Humanities,0
298,1,1,17,12,11,17,13,29,28,70,61,12,24.0,20,1,Humanities,1
298,2,2,20,13,13,21,13,33,34,80,56,15,30.0,20,1,Humanities,1
298,3,3,20,14,15,24,11,34,39,84,59,13,26.0,21,1,Humanities,1
298,4,4,17,11,14,23,13,28,37,78,62,15,30.0,20,1,Humanities,1
299,1,1,7,20,9,12,19,27,21,67,59,21,42.0,20,0,Arts,1
299,2,2,9,25,14,20,18,34,34,86,67,22,44.0,18,0,Arts,1
299,3,3,9,27,12,18,17,36,30,83,69,24,48.0,19,0,Arts,1
299,4,4,10,28,18,26,20,38,44,102,67,25,50.0,22,0,Arts,1
300,1,1,8,19,18,11,14,27,29,70,74,18,36.0,19,0,Humanities,1
300,2,2,10,24,20,13,20,34,33,87,69,27,54.0,18,0,Humanities,1
300,3,3,11,26,28,20,19,37,48,104,67,38,76.0,16,0,Humanities,1
300,4,4,11,25,24,15,18,36,39,93,73,33,66.0,19,0,Humanities,1
